cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
0,Male,0,0,0,10,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Electronic check,75.05,786.3,2.5016666666666665,78.63
0,Male,0,0,1,25,No,No phone service,DSL,Yes,No,No,False,Yes,No,One year,1,Credit card (automatic),40.65,970.55,1.355,38.822
0,Male,0,1,1,45,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,1,Bank transfer (automatic),95.95,4456.65,3.1983333333333333,99.03666666666666
0,Female,0,1,1,11,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,0,Bank transfer (automatic),51.0,581.7,1.7,52.88181818181818
1,Male,1,0,0,1,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,93.55,93.55,3.118333333333333,93.55
0,Female,0,0,0,8,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,19.2,161.95,0.64,20.24375
0,Female,0,1,0,72,Yes,Yes,DSL,Yes,Yes,No,True,No,No,Two year,0,Bank transfer (automatic),64.75,4804.75,2.158333333333333,66.73263888888889
0,Female,0,1,1,61,Yes,Yes,DSL,Yes,Yes,Yes,True,No,Yes,One year,1,Electronic check,79.4,4820.55,2.646666666666667,79.02540983606558
0,Female,0,0,0,35,Yes,Yes,Fiber optic,No,No,No,True,No,No,Month-to-month,0,Credit card (automatic),80.05,2835.9,2.668333333333333,81.02571428571429
0,Male,0,0,0,69,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,19.1,1268.85,0.6366666666666667,18.389130434782608
0,Male,0,0,0,59,No,No phone service,DSL,No,No,No,True,Yes,Yes,Month-to-month,1,Electronic check,51.7,3005.8,1.7233333333333334,50.94576271186441
0,Male,0,0,1,52,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),19.65,928.4,0.6549999999999999,17.853846153846153
0,Male,0,0,0,20,Yes,Yes,DSL,Yes,No,No,True,No,No,Month-to-month,0,Bank transfer (automatic),59.2,1191.2,1.9733333333333332,59.56
0,Female,0,0,0,53,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,20.25,1048.45,0.675,19.782075471698118
0,Female,0,1,1,3,No,No phone service,DSL,No,Yes,No,False,No,Yes,Month-to-month,0,Mailed check,40.3,92.5,1.3433333333333333,30.83333333333333
0,Male,0,0,0,13,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.15,931.75,2.3383333333333334,71.67307692307692
1,Female,0,1,0,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),79.35,79.35,2.645,79.35
0,Male,0,0,0,54,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,20.0,1149.65,0.6666666666666666,21.289814814814815
0,Female,1,0,0,34,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,No,Month-to-month,1,Electronic check,96.35,3190.25,3.2116666666666664,93.83088235294116
0,Female,0,0,0,35,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.75,700.45,0.6916666666666667,20.012857142857143
0,Female,0,1,0,10,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,252.75,0.685,25.275
1,Male,0,1,1,18,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,0,Mailed check,95.15,1779.95,3.171666666666667,98.88611111111112
0,Male,0,0,0,27,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,One year,0,Electronic check,81.7,2212.55,2.7233333333333336,81.9462962962963
1,Male,1,1,0,1,No,No phone service,DSL,No,Yes,No,False,Yes,No,Month-to-month,0,Electronic check,40.2,40.2,1.34,40.2
0,Male,0,0,0,31,Yes,No,DSL,Yes,Yes,Yes,True,Yes,No,Month-to-month,1,Bank transfer (automatic),72.45,2156.25,2.415,69.55645161290323
1,Female,0,0,0,64,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Credit card (automatic),100.05,6254.2,3.335,97.721875
0,Male,1,1,0,10,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,0,Electronic check,75.3,720.45,2.51,72.045
0,Female,1,0,0,34,No,No phone service,DSL,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,56.25,1765.95,1.875,51.93970588235294
0,Male,0,0,0,13,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Electronic check,19.95,253.8,0.6649999999999999,19.523076923076925
1,Female,0,0,0,18,Yes,Yes,Fiber optic,No,No,No,True,No,Yes,Month-to-month,1,Electronic check,90.1,1612.75,3.003333333333333,89.59722222222223
1,Male,0,0,0,1,No,No phone service,DSL,Yes,No,No,False,No,No,Month-to-month,0,Mailed check,29.7,29.7,0.99,29.7
1,Male,0,0,0,26,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,0,Electronic check,89.8,2335.3,2.993333333333333,89.81923076923077
0,Male,0,0,0,15,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),87.75,1242.2,2.925,82.81333333333333
1,Male,0,0,0,11,Yes,Yes,DSL,No,No,Yes,False,No,No,Month-to-month,0,Electronic check,53.75,608.0,1.7916666666666667,55.27272727272727
0,Male,0,1,1,70,Yes,Yes,DSL,No,Yes,Yes,True,Yes,Yes,Two year,1,Electronic check,84.1,5979.7,2.803333333333333,85.42428571428572
0,Female,0,0,0,36,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Bank transfer (automatic),19.25,679.8,0.6416666666666667,18.883333333333333
0,Male,0,0,0,26,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Credit card (automatic),20.65,595.5,0.6883333333333332,22.903846153846157
0,Male,0,1,1,69,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,1356.7,0.6633333333333333,19.66231884057971
0,Female,0,0,1,1,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,0,Mailed check,51.2,51.2,1.7066666666666668,51.2
1,Male,0,0,0,8,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Mailed check,70.1,551.35,2.3366666666666664,68.91875
0,Female,0,0,0,52,Yes,Yes,DSL,No,No,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),80.95,4233.95,2.6983333333333333,81.42211538461538
0,Male,0,1,1,68,Yes,No,Fiber optic,Yes,No,Yes,False,No,No,Two year,0,Credit card (automatic),80.35,5375.15,2.678333333333333,79.04632352941177
0,Female,1,1,1,62,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,1,Credit card (automatic),96.1,6019.35,3.203333333333333,97.08629032258064
1,Female,0,0,0,2,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,1,Electronic check,91.4,193.6,3.046666666666667,96.8
0,Female,0,0,0,19,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),24.7,465.85,0.8233333333333334,24.51842105263158
0,Male,0,1,1,9,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Credit card (automatic),102.6,897.75,3.42,99.75
0,Male,0,1,0,24,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.75,483.15,0.6583333333333333,20.13125
0,Male,0,1,0,61,Yes,No,DSL,Yes,Yes,No,True,Yes,Yes,Two year,1,Mailed check,81.05,4747.65,2.7016666666666667,77.83032786885245
0,Male,0,1,1,72,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,No,Two year,0,Bank transfer (automatic),90.45,6565.85,3.015,91.19236111111113
0,Male,0,1,0,8,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,1,Mailed check,75.0,658.1,2.5,82.2625
0,Female,0,0,1,13,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),88.95,1161.75,2.9650000000000003,89.36538461538461
0,Male,0,1,1,30,Yes,Yes,DSL,Yes,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),54.45,1588.7,1.815,52.95666666666667
0,Female,0,1,1,38,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,0,Electronic check,54.5,2076.05,1.8166666666666669,54.63289473684211
0,Female,0,0,0,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Two year,1,Credit card (automatic),106.75,7283.25,3.558333333333333,102.58098591549296
1,Female,0,0,1,16,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,81.0,1312.15,2.7,82.009375
0,Female,0,0,0,36,No,No phone service,DSL,Yes,No,No,False,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35,1.035,31.2875
1,Male,0,0,0,1,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,0,Mailed check,51.25,51.25,1.7083333333333333,51.25
0,Male,0,1,1,52,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.2,1054.75,0.64,20.283653846153847
1,Female,0,0,1,4,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,0,Mailed check,89.6,365.65,2.9866666666666664,91.4125
0,Male,0,1,1,65,Yes,Yes,DSL,Yes,Yes,No,False,No,Yes,Two year,1,Mailed check,69.55,4459.15,2.3183333333333334,68.60230769230769
1,Male,0,0,0,38,Yes,No,Fiber optic,No,No,No,False,No,No,One year,1,Bank transfer (automatic),70.45,2597.6,2.3483333333333336,68.3578947368421
0,Male,0,0,0,64,Yes,Yes,Fiber optic,Yes,No,Yes,True,No,Yes,Two year,0,Credit card (automatic),99.25,6549.45,3.308333333333333,102.33515625
0,Male,0,1,0,71,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Credit card (automatic),98.65,6962.85,3.2883333333333336,98.06830985915494
1,Male,0,1,0,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,No,Month-to-month,1,Electronic check,106.75,6252.9,3.558333333333333,105.9813559322034
0,Male,0,1,0,3,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,1,Electronic check,29.9,92.25,0.9966666666666666,30.75
0,Male,0,1,1,68,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.4,1620.2,0.8466666666666666,23.826470588235296
1,Male,0,1,1,30,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,No,Month-to-month,1,Electronic check,94.4,2838.7,3.146666666666667,94.62333333333332
0,Male,0,1,0,6,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,25.1,171.0,0.8366666666666667,28.5
1,Female,0,0,0,3,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),69.55,222.3,2.3183333333333334,74.10000000000001
0,Male,0,0,0,37,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,No,Month-to-month,1,Electronic check,91.15,3369.25,3.0383333333333336,91.0608108108108
0,Female,0,0,0,68,Yes,Yes,DSL,Yes,No,No,False,No,No,Month-to-month,0,Mailed check,54.45,3687.75,1.815,54.231617647058826
0,Male,0,0,1,15,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Electronic check,24.8,324.15,0.8266666666666667,21.61
1,Female,0,0,0,16,Yes,Yes,DSL,No,No,Yes,False,No,Yes,Month-to-month,1,Credit card (automatic),65.2,1043.35,2.1733333333333333,65.209375
0,Male,0,1,1,59,No,No phone service,DSL,Yes,No,Yes,False,No,No,One year,0,Mailed check,34.8,1980.3,1.16,33.56440677966101
0,Female,0,0,0,17,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Bank transfer (automatic),70.5,1165.6,2.35,68.56470588235294
0,Male,0,1,1,41,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,20.0,879.8,0.6666666666666666,21.45853658536585
0,Female,0,1,0,64,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,Two year,1,Bank transfer (automatic),105.4,6794.75,3.5133333333333336,106.16796875
0,Female,0,1,0,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Electronic check,45.0,89.75,1.5,44.875
0,Male,0,0,0,49,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1022.6,0.6633333333333333,20.869387755102043
0,Male,0,1,0,69,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,No,Two year,1,Mailed check,92.45,6460.55,3.0816666666666666,93.63115942028986
0,Male,1,0,0,55,No,No phone service,DSL,Yes,Yes,No,False,Yes,No,Month-to-month,1,Electronic check,44.85,2479.05,1.495,45.07363636363637
0,Male,0,1,0,37,Yes,Yes,DSL,Yes,No,Yes,False,Yes,Yes,One year,0,Mailed check,79.25,2911.8,2.6416666666666666,78.6972972972973
0,Female,0,1,1,56,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,24.45,1385.85,0.815,24.74732142857143
1,Male,0,0,0,43,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,101.4,4528.0,3.3800000000000003,105.30232558139537
1,Male,0,1,0,30,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Credit card (automatic),94.05,2866.45,3.135,95.54833333333332
1,Female,0,1,0,25,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,3.498333333333333,102.66
0,Male,0,0,0,50,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),20.15,989.05,0.6716666666666666,19.781
0,Male,1,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.05,70.05,2.335,70.05
0,Female,1,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.2,70.2,2.3400000000000003,70.2
1,Male,1,1,0,32,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,85.0,2642.05,2.833333333333333,82.5640625
0,Male,0,1,0,35,Yes,Yes,DSL,No,Yes,No,True,Yes,No,One year,1,Electronic check,69.0,2441.7,2.3,69.76285714285714
0,Male,0,0,0,67,No,No phone service,DSL,Yes,No,No,True,Yes,No,Two year,0,Electronic check,43.9,3097.2,1.4633333333333334,46.22686567164179
1,Female,0,0,0,3,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,89.45,240.45,2.981666666666667,80.14999999999999
1,Male,0,1,0,65,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),91.85,5940.85,3.0616666666666665,91.39769230769232
0,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Mailed check,70.6,70.6,2.353333333333333,70.6
0,Female,0,0,0,22,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,19.25,412.55,0.6416666666666667,18.75227272727273
0,Female,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,82.85,0.6816666666666666,20.7125
0,Female,0,0,0,43,Yes,No,DSL,No,Yes,No,True,No,No,One year,0,Electronic check,55.45,2444.25,1.8483333333333332,56.843023255813954
0,Female,0,0,0,6,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Credit card (automatic),70.55,433.95,2.3516666666666666,72.325
0,Male,0,0,1,47,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),20.55,1013.05,0.685,21.554255319148936
0,Female,0,1,0,25,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,507.9,0.6733333333333333,20.316
0,Female,0,0,0,37,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.8,813.3,0.66,21.98108108108108
0,Male,0,1,1,68,Yes,No,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Two year,1,Credit card (automatic),103.25,7074.4,3.441666666666667,104.03529411764706
1,Female,0,0,0,13,Yes,No,Fiber optic,No,Yes,Yes,False,No,No,Month-to-month,1,Electronic check,81.15,952.3,2.705,73.25384615384615
0,Male,0,1,1,63,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.7,1275.85,0.6566666666666666,20.2515873015873
0,Female,0,0,1,41,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),88.5,3645.05,2.95,88.90365853658537
0,Female,0,0,0,4,No,No phone service,DSL,Yes,No,No,False,No,No,Month-to-month,1,Mailed check,29.15,110.05,0.9716666666666666,27.5125
0,Female,0,1,1,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,19.4,0.6466666666666666,19.4
0,Male,0,0,0,35,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.25,677.9,0.6416666666666667,19.36857142857143
0,Male,0,0,0,3,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,0,Bank transfer (automatic),50.4,137.25,1.68,45.75
0,Female,0,1,0,47,Yes,No,DSL,No,Yes,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),58.6,2723.4,1.9533333333333331,57.94468085106383
0,Female,0,0,0,3,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.25,229.7,2.341666666666667,76.56666666666666
0,Male,0,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),114.1,8086.4,3.803333333333333,112.3111111111111
1,Female,0,0,0,1,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,1,Electronic check,50.8,50.8,1.6933333333333331,50.8
0,Male,0,0,0,2,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,1,Credit card (automatic),24.9,49.7,0.83,24.85
0,Male,0,0,0,63,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.5,1328.15,0.6833333333333333,21.081746031746032
0,Female,0,1,1,53,Yes,No,DSL,No,No,Yes,False,No,Yes,One year,0,Credit card (automatic),60.6,3297.0,2.02,62.20754716981132
0,Female,0,1,1,3,Yes,No,Fiber optic,No,Yes,No,True,No,No,Month-to-month,1,Electronic check,80.0,241.3,2.6666666666666665,80.43333333333334
0,Male,0,1,0,9,Yes,Yes,DSL,No,Yes,Yes,False,No,Yes,Month-to-month,1,Credit card (automatic),69.05,653.95,2.3016666666666667,72.66111111111111
0,Female,0,0,0,66,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,One year,1,Bank transfer (automatic),92.15,6056.9,3.0716666666666668,91.77121212121212
0,Male,0,1,1,6,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Electronic check,49.15,295.65,1.6383333333333332,49.275
0,Male,0,1,0,47,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.65,973.1,0.6549999999999999,20.70425531914894
1,Female,0,1,1,30,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,100.05,3046.15,3.335,101.53833333333334
0,Female,0,1,1,18,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),24.65,471.35,0.8216666666666667,26.186111111111117
0,Male,0,1,1,38,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,963.95,0.8350000000000001,25.367105263157896
1,Female,0,1,0,53,Yes,No,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,1,Bank transfer (automatic),106.1,5769.75,3.536666666666666,108.8632075471698
1,Female,0,0,0,17,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,No,Month-to-month,1,Electronic check,94.4,1617.5,3.146666666666667,95.1470588235294
0,Female,0,0,0,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,115.65,5125.5,3.855,113.9
0,Male,1,1,0,66,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,One year,1,Bank transfer (automatic),107.35,7051.95,3.578333333333333,106.84772727272728
1,Female,0,0,0,42,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,105.2,4400.75,3.506666666666667,104.7797619047619
0,Female,0,0,0,58,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),24.7,1519.0,0.8233333333333334,26.189655172413797
1,Male,1,1,1,1,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,1,Credit card (automatic),49.25,49.25,1.6416666666666666,49.25
1,Female,1,0,0,30,No,No phone service,DSL,No,No,Yes,False,Yes,No,Month-to-month,1,Electronic check,40.3,1172.95,1.3433333333333333,39.098333333333336
