cliente.id,cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
7722-CVFXN,False,Male,0,True,True,54,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,One year,True,Electronic check,105.2,5637.85,3.506666666666667,104.40462962962964
7722-VJRQD,False,Male,0,True,True,72,No,No phone service,DSL,Yes,No,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),60.95,4549.05,2.0316666666666667,63.181250000000006
7727-SHVZV,False,Female,0,False,False,9,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.5,150.35,0.65,16.705555555555556
7729-JTEEC,False,Male,0,True,True,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Electronic check,44.5,90.05,1.4833333333333334,45.025
7729-XBTWX,False,Male,0,True,True,66,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,19.75,1344.5,0.6583333333333333,20.37121212121212
7730-CLDSV,False,Female,0,True,True,72,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,Yes,Two year,True,Bank transfer (automatic),98.65,7129.45,3.2883333333333336,99.02013888888888
7730-IUTDZ,True,Male,0,False,False,43,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,True,Electronic check,75.2,3198.6,2.506666666666667,74.38604651162791
7733-UDMTP,False,Female,1,False,False,57,No,No phone service,DSL,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,55.0,3094.05,1.8333333333333333,54.28157894736842
7734-DBOAI,True,Female,0,True,True,1,No,No phone service,DSL,No,No,No,True,Yes,No,Month-to-month,False,Electronic check,40.1,40.1,1.3366666666666667,40.1
7739-LAXOG,True,Female,0,True,True,32,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,True,Bank transfer (automatic),91.05,2954.5,3.0349999999999997,92.328125
7740-BTPUX,False,Male,1,True,False,55,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,True,Electronic check,113.6,6292.7,3.7866666666666666,114.41272727272727
7740-KKCXF,False,Male,0,True,False,51,No,No phone service,DSL,No,Yes,No,False,No,No,Month-to-month,True,Credit card (automatic),30.05,1529.45,1.0016666666666667,29.98921568627451
7742-MYPGI,False,Female,0,True,True,6,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,True,Mailed check,48.8,297.35,1.6266666666666665,49.55833333333334
7743-EXURX,True,Male,0,True,True,8,Yes,No,DSL,No,No,Yes,False,No,No,Month-to-month,True,Electronic check,51.05,415.05,1.7016666666666667,51.88125
7746-AWNQW,False,Female,0,False,False,28,No,No phone service,DSL,No,No,Yes,True,No,No,Month-to-month,True,Mailed check,35.75,961.4,1.1916666666666667,34.33571428571428
7746-QYVCO,False,Male,0,True,True,16,Yes,No,DSL,Yes,Yes,No,False,No,No,One year,True,Mailed check,55.85,857.8,1.8616666666666668,53.6125
7748-UMTRK,False,Female,1,False,True,30,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,True,Electronic check,101.3,2974.5,3.3766666666666665,99.15
7750-EYXWZ,False,Female,0,False,False,12,No,No phone service,DSL,No,Yes,Yes,True,Yes,Yes,One year,False,Electronic check,60.65,743.3,2.0216666666666665,61.94166666666666
7752-XUSCI,True,Female,0,False,False,60,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,105.9,6396.45,3.5300000000000002,106.6075
7753-USQYQ,False,Male,0,False,False,55,Yes,No,DSL,No,Yes,No,True,No,Yes,One year,True,Electronic check,64.2,3627.3,2.14,65.9509090909091
7754-IXRMC,False,Female,0,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Mailed check,45.35,45.35,1.5116666666666667,45.35
7758-UJWYS,False,Male,0,True,True,34,No,No phone service,DSL,No,No,No,True,Yes,No,Two year,True,Electronic check,40.55,1325.85,1.3516666666666666,38.995588235294115
7758-XKCBS,True,Male,0,False,False,15,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,True,Electronic check,29.7,438.25,0.99,29.216666666666665
7760-OYPDY,True,Female,0,False,False,2,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,80.65,144.15,2.6883333333333335,72.075
7762-ONLJY,False,Female,0,True,True,6,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.7,94.45,0.6566666666666666,15.741666666666667
7762-URZQH,True,Male,0,True,False,66,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Two year,True,Credit card (automatic),106.05,6981.35,3.5349999999999997,105.7780303030303
7764-BDPEE,False,Male,0,False,True,3,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.85,60.65,0.6950000000000001,20.216666666666665
7765-LWVVH,False,Female,0,True,True,72,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,No,Two year,True,Electronic check,95.1,6843.15,3.17,95.04374999999999
7766-CLTIC,False,Female,0,False,False,10,Yes,No,DSL,No,No,No,True,No,Yes,Month-to-month,True,Mailed check,60.95,629.55,2.0316666666666667,62.955
7767-UXAGJ,True,Male,0,False,False,1,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,True,Electronic check,50.45,50.45,1.6816666666666669,50.45
7771-CFQRQ,False,Female,0,True,True,47,Yes,No,DSL,No,Yes,No,True,No,Yes,Two year,False,Bank transfer (automatic),63.8,3007.25,2.1266666666666665,63.984042553191486
7771-ZONAT,False,Male,0,False,False,22,No,No phone service,DSL,No,No,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),56.75,1304.85,1.8916666666666666,59.31136363636363
7774-OJSXI,True,Male,0,False,False,31,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,103.45,3066.45,3.4483333333333333,98.91774193548386
7776-QGYJC,False,Female,0,True,True,39,Yes,No,Fiber optic,No,No,Yes,True,No,No,Month-to-month,True,Bank transfer (automatic),81.5,3107.3,2.716666666666667,79.67435897435898
7776-QWNFX,True,Male,1,True,False,30,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,True,Bank transfer (automatic),50.4,1527.5,1.68,50.916666666666664
7777-UNYHB,False,Female,0,True,True,12,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.1,232.4,0.67,19.366666666666667
7779-LGOVN,True,Male,1,True,False,10,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,86.65,856.65,2.8883333333333336,85.66499999999999
7779-ORAEL,False,Male,1,True,False,45,Yes,Yes,DSL,Yes,No,Yes,True,No,Yes,Two year,False,Credit card (automatic),75.15,3480.35,2.5050000000000003,77.3411111111111
7780-OTDSO,True,Male,0,True,False,18,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,99.4,1742.95,3.3133333333333335,96.83055555555556
7781-EWARA,False,Male,0,True,True,70,No,No phone service,DSL,No,Yes,Yes,True,Yes,Yes,One year,False,Electronic check,60.35,4138.7,2.0116666666666667,59.12428571428571
7781-HVGMK,False,Female,0,True,True,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),65.2,4784.45,2.1733333333333333,66.45069444444444
7783-YKGDV,True,Female,0,False,False,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,No,Yes,Month-to-month,True,Bank transfer (automatic),99.7,1238.45,3.3233333333333333,103.20416666666667
7785-RDVIG,False,Female,0,True,True,3,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.3,54.7,0.6433333333333333,18.233333333333334
7786-WBJYI,True,Female,0,False,False,4,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,False,Bank transfer (automatic),77.95,305.55,2.5983333333333336,76.3875
7787-BNTZM,False,Male,0,False,False,6,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.15,130.5,0.6716666666666666,21.75
7789-CRUVC,False,Female,1,True,False,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,No,No,Month-to-month,True,Credit card (automatic),94.2,5895.45,3.14,96.6467213114754
7789-HKSBS,False,Female,1,True,False,42,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,One year,True,Bank transfer (automatic),105.2,4599.15,3.506666666666667,109.50357142857142
7794-JASDG,False,Male,0,False,False,1,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,True,Mailed check,50.75,50.75,1.6916666666666667,50.75
7795-CFOCW,False,Male,0,False,False,45,No,No phone service,DSL,Yes,No,Yes,True,No,No,One year,False,Bank transfer (automatic),42.3,1840.75,1.41,40.90555555555556
7797-EJMDP,False,Female,0,False,False,8,Yes,No,DSL,Yes,No,No,True,No,Yes,Month-to-month,False,Bank transfer (automatic),66.05,574.5,2.2016666666666667,71.8125
7798-JVXYM,False,Female,0,False,False,14,Yes,No,DSL,No,No,No,True,Yes,Yes,Month-to-month,True,Electronic check,69.65,921.4,2.3216666666666668,65.81428571428572
7799-DSEWS,False,Male,0,False,False,18,Yes,No,DSL,Yes,No,Yes,True,Yes,No,Month-to-month,True,Electronic check,68.35,1299.8,2.2783333333333333,72.21111111111111
7799-LGRDP,False,Female,0,False,False,43,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Credit card (automatic),25.7,1188.2,0.8566666666666667,27.632558139534886
7801-CEDNV,False,Male,0,True,False,27,Yes,No,DSL,Yes,No,No,False,No,No,One year,False,Credit card (automatic),48.7,1421.75,1.6233333333333335,52.657407407407405
7801-KICAO,False,Female,0,False,False,18,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,74.15,1345.75,2.4716666666666667,74.76388888888889
7802-EFKNY,True,Male,0,True,False,5,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,True,Electronic check,24.95,100.4,0.8316666666666667,20.080000000000002
7803-XOCCZ,False,Female,0,True,True,52,Yes,No,Fiber optic,Yes,No,Yes,True,No,No,Month-to-month,True,Bank transfer (automatic),84.05,4326.8,2.8016666666666667,83.20769230769231
7808-DVWEP,False,Male,0,True,False,3,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.0,49.65,0.6666666666666666,16.55
7811-JIVPF,False,Female,0,False,False,23,Yes,No,DSL,No,No,Yes,False,No,No,Month-to-month,False,Credit card (automatic),49.7,1081.25,1.6566666666666667,47.01086956521739
7812-FZHPE,True,Female,0,True,True,17,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,24.1,409.9,0.8033333333333333,24.11176470588235
7813-TKCVO,False,Female,0,True,False,20,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,20.35,393.15,0.6783333333333333,19.6575
7813-ZGGAW,False,Male,1,False,False,31,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,No,Month-to-month,True,Bank transfer (automatic),96.6,2877.95,3.2199999999999998,92.83709677419354
7814-LEEVE,False,Female,0,True,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.3,20.3,0.6766666666666666,20.3
7815-PDTHL,False,Male,0,False,False,35,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,20.2,684.4,0.6733333333333333,19.554285714285715
7816-VGHTO,False,Female,0,True,True,6,No,No phone service,DSL,No,Yes,Yes,True,No,No,Two year,False,Mailed check,40.55,217.5,1.3516666666666666,36.25
7817-BOQPW,True,Female,0,False,False,2,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,75.55,166.3,2.518333333333333,83.15
7817-OMJNA,False,Male,0,False,False,14,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),20.4,275.7,0.6799999999999999,19.692857142857143
7820-ZYGNY,False,Male,0,False,False,63,Yes,Yes,Fiber optic,No,Yes,No,False,No,Yes,One year,False,Credit card (automatic),90.45,5825.5,3.015,92.46825396825396
7821-DPRQE,False,Male,0,True,False,68,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,Yes,Month-to-month,True,Electronic check,107.7,7320.9,3.5900000000000003,107.66029411764706
7823-JSOAG,False,Male,0,False,False,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Electronic check,74.5,217.45,2.4833333333333334,72.48333333333333
7824-PANSQ,False,Male,0,False,False,58,Yes,Yes,Fiber optic,No,No,No,True,No,No,Month-to-month,False,Bank transfer (automatic),80.65,4807.35,2.6883333333333335,82.88534482758621
7825-ECJRF,True,Female,0,False,False,19,Yes,No,Fiber optic,Yes,No,Yes,True,Yes,Yes,Month-to-month,True,Electronic check,106.6,1934.45,3.5533333333333332,101.81315789473685
7825-GKXMW,True,Female,0,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Electronic check,45.8,45.8,1.5266666666666666,45.8
7826-VVKWT,False,Female,1,True,True,24,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,Two year,True,Electronic check,96.55,2263.45,3.2183333333333333,94.31041666666665
7831-QGOXH,True,Female,0,False,False,18,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,85.2,1553.9,2.8400000000000003,86.32777777777778
7833-PKIHD,False,Male,0,True,True,51,Yes,No,DSL,Yes,No,No,True,Yes,Yes,One year,True,Bank transfer (automatic),76.4,3966.3,2.546666666666667,77.77058823529413
7838-LAZFO,False,Male,0,True,False,45,Yes,No,DSL,Yes,Yes,Yes,False,Yes,Yes,One year,False,Bank transfer (automatic),78.8,3597.5,2.6266666666666665,79.94444444444444
7839-NUIAA,False,Female,0,True,True,61,Yes,Yes,DSL,Yes,Yes,No,False,No,No,Month-to-month,False,Electronic check,59.8,3641.5,1.9933333333333332,59.69672131147541
7839-QRKXN,True,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,20.2,20.2,0.6733333333333333,20.2
7841-FCRQD,False,Female,0,True,False,33,Yes,No,DSL,No,Yes,No,True,No,No,One year,True,Credit card (automatic),53.75,1857.3,1.7916666666666667,56.28181818181818
7841-TZDMQ,True,Male,0,False,False,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Credit card (automatic),46.0,84.5,1.5333333333333334,42.25
7845-URHJN,True,Female,0,True,False,8,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.15,156.25,0.6716666666666666,19.53125
7850-THJMU,False,Female,0,True,True,26,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,494.9,0.6549999999999999,19.034615384615385
7850-VWJUU,False,Female,0,False,False,23,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,2.5,77.32608695652173
7851-FLGGQ,True,Male,0,False,False,1,No,No phone service,DSL,No,Yes,No,True,No,Yes,Month-to-month,True,Mailed check,44.65,44.65,1.4883333333333333,44.65
7851-WZEKY,True,Female,0,False,False,2,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,95.15,196.9,3.171666666666667,98.45
7852-LECYP,False,Male,1,True,False,13,Yes,Yes,Fiber optic,Yes,Yes,No,False,No,Yes,Month-to-month,False,Credit card (automatic),93.8,1261.0,3.1266666666666665,97.0
7853-GVUDZ,True,Female,0,True,True,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.15,20.15,0.6716666666666666,20.15
7853-OETYL,False,Female,0,True,False,4,No,No phone service,DSL,Yes,No,No,False,No,No,Month-to-month,True,Electronic check,29.05,129.6,0.9683333333333334,32.4
7853-WNZSY,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Credit card (automatic),19.75,19.75,0.6583333333333333,19.75
7854-EDSSA,True,Male,0,False,False,22,Yes,Yes,DSL,Yes,Yes,No,False,No,No,Month-to-month,False,Electronic check,59.0,1254.7,1.9666666666666666,57.03181818181818
7854-EKTJL,True,Female,0,False,True,2,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Electronic check,19.6,35.85,0.6533333333333334,17.925
7854-FOKSF,True,Male,0,False,False,1,No,No phone service,DSL,No,No,No,False,No,Yes,Month-to-month,False,Electronic check,35.9,35.9,1.1966666666666665,35.9
7855-DIWPO,False,Female,0,False,False,21,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,68.65,1493.2,2.2883333333333336,71.1047619047619
7856-GANIL,False,Male,1,True,False,45,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,No,One year,True,Bank transfer (automatic),98.7,4525.8,3.29,100.57333333333334
7858-GTZSP,False,Female,0,False,False,12,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,86.55,1066.9,2.885,88.90833333333335
7860-KSUGX,False,Male,0,True,True,72,Yes,Yes,DSL,Yes,Yes,Yes,False,No,No,Two year,False,Credit card (automatic),64.45,4720.0,2.1483333333333334,65.55555555555556
7860-UXCRM,False,Male,0,True,True,63,Yes,No,DSL,Yes,Yes,Yes,True,Yes,No,Two year,False,Credit card (automatic),74.5,4674.55,2.4833333333333334,74.19920634920635
7861-UVUFT,True,Female,0,True,False,15,Yes,No,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,True,Electronic check,84.3,1308.4,2.81,87.22666666666667
7868-BGSZA,False,Male,0,True,False,43,Yes,Yes,DSL,Yes,No,Yes,False,Yes,Yes,One year,True,Electronic check,80.2,3581.6,2.6733333333333333,83.29302325581395
7868-TMWMZ,False,Female,1,True,False,60,Yes,No,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),110.0,6668.35,3.6666666666666665,111.13916666666667
7869-ZYDST,False,Male,0,True,False,31,Yes,Yes,DSL,No,No,No,False,Yes,No,Month-to-month,True,Credit card (automatic),59.05,1882.8,1.9683333333333333,60.73548387096774
7872-BAAZR,False,Female,0,True,True,53,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),19.55,1007.9,0.6516666666666667,19.016981132075472
7872-RDDLZ,False,Female,1,False,False,67,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,False,Electronic check,54.9,3725.5,1.8299999999999998,55.6044776119403
7873-CVMAW,False,Male,0,False,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Credit card (automatic),88.55,6362.35,2.9516666666666667,88.36597222222223
7874-ECPQJ,False,Female,0,False,True,4,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.05,85.5,0.6683333333333333,21.375
